cov_nr,arm,arm_explanation,needs_discussion_arm,needs_discussion_arm_explanation,n,time_intervention_days,time_followup_days,time_total_days,needs_discussion_time,needs_discussion_time_explanation,diagnosis,gender_pct_female,gender_pct_male,gender_female_n,gender_male_n,needs_discussion_gender,needs_discussion_gender_explanation,age_mean,age_sd,age_se,age_other,bmi_mean,bmi_sd,bmi_other,bp_systolic_mean,bp_systolic_sd,bp_diastolic_mean,bp_diastolic_sd,bp_other,smoking_status,pack_years_mean,pack_years_sd,pack_years_other,smoking_status_other,fev1_pct_mean,fev1_pct_sd,fev1_other,disease_severity_other,healthcare_setting,healthcare_setting_explanation,healthcare_setting_confidence,healthcare_setting_confidence_explanation,health_literacy,health_literacy_instrument_name,health_literacy_instrument_value,health_literacy_instrument_other,digital_strategy_excludes,digital_strategy_excludes_explanation,digital_strategy_provides_equipment,digital_strategy_provides_equipment_explanation,needs_discussion_equipment,needs_discussion_equipment_explanation,digital_strategy_provides_training,digital_strategy_provides_training_explanation,digital_strategy_provides_ongoing_support,digital_strategy_provides_ongoing_support_explanation,digital_literacy,digital_literacy_possession,digital_literacy_frequency,digital_literacy_skills,ses,ses_income,ses_living_situation,ses_relationship_status,ses_job_status,ses_living_location,educational_level,ethnicity,_metadata,healthcare_setting_label
5660,treat2,hospital-based outpatient maintenance rehabilitation,False,,50,420.0,0.0,420.0,False,,COPD,24.0,76.0,12.0,38.0,False,,66.7,7.3,,,27.5,5.0,,,,,,,Current: 8.00%~Former: 92.00%,,,,,51.8,17.3,,FEV1_L_mean: 1.41~FEV1_L_sd: 0.48~FVC_L_mean: 2.70~FVC_L_sd: 0.65~FVC_pct_mean: 78.4~FVC_pct_sd: 18.4~FEV1_FVC_ratio_mean: 49.0~FEV1_FVC_ratio_sd: 12.7~VC_pct_mean: 85.5~VC_pct_sd: 14.6~IC_pct_mean: 77.3~IC_pct_sd: 30.0~TLC_pct_mean: 120.7~TLC_pct_sd: 25.7~FRC_pct_mean: 154.5~FRC_pct_sd: 43.0~RV_pct_mean: 180.2~RV_pct_sd: 59.9~DLCO_pct_mean: 57.0~DLCO_pct_sd: 20.4~SpO2_mean: 94.0~SpO2_sd: 2.9~6MWD_mean: 385.1~6MWD_sd: 80.3~BODE_mean: 3.2~BODE_sd: 2.1~mMRC_mean: 2.5~mMRC_sd: 1.0~LTOT_pct: 18.00%~exacerbations_prior_year_mean: 3.4~exacerbations_prior_year_sd: 1.4~comorbid_cardiovascular_pct: 30.00%~CPET_Wmax_mean: 67~CPET_Wmax_sd: 25~SGRQ_total_mean: 43.5~SGRQ_total_sd: 16.7~CAT_mean: 15.7~CAT_sd: 5.6~other: LAMA n: 37~other: LABA n: 26~other: ICS n: 37,2,hospital-based outpatient maintenance rehabilitation,high,,0,,,,1,difficulties to managing electronic devices that precluded interactions with the tablet,0,,False,,0,,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:11:20.994486', 'study_info': {'n_arms': 3, 'arm_labels': ['home-based maintenance tele-rehabilitation', 'hospital-based, outpatient, maintenance rehabilitation', 'usual care']}}",Secondary
5660,control,usual care,False,,50,420.0,0.0,420.0,False,,COPD,26.0,74.0,13.0,37.0,False,,64.0,8.0,,,26.4,5.0,,,,,,,Current: 6.00%~Former: 94.00%,,,,,51.7,21.0,,FEV1_L_mean: 1.42~FEV1_L_sd: 0.66~FVC_L_mean: 2.77~FVC_L_sd: 0.81~FVC_pct_mean: 80.0~FVC_pct_sd: 20.3~FEV1_FVC_ratio_mean: 51.9~FEV1_FVC_ratio_sd: 12.4~VC_pct_mean: 82.6~VC_pct_sd: 21.9~IC_pct_mean: 76.9~IC_pct_sd: 31.0~TLC_pct_mean: 119.9~TLC_pct_sd: 28.8~FRC_pct_mean: 154.4~FRC_pct_sd: 56.6~RV_pct_mean: 182.0~RV_pct_sd: 70.9~DLCO_pct_mean: 55.9~DLCO_pct_sd: 28.4~SpO2_mean: 94.0~SpO2_sd: 3.0~6MWD_mean: 384.8~6MWD_sd: 80.2~BODE_mean: 3.3~BODE_sd: 2.3~mMRC_mean: 2.2~mMRC_sd: 1.1~LTOT_pct: 30.00%~exacerbations_prior_year_mean: 3.3~exacerbations_prior_year_sd: 1.6~comorbid_cardiovascular_pct: 26.00%~CPET_Wmax_mean: 65~CPET_Wmax_sd: 24~SGRQ_total_mean: 44.1~SGRQ_total_sd: 16.6~CAT_mean: 15.8~CAT_sd: 4.9~other: LAMA n: 35~other: LABA n: 24~other: ICS n: 41,2,usual care with regular follow-up by respiratory physician at outpatient clinic,high,,0,,,,1,difficulties to managing electronic devices that precluded interactions with the tablet,0,,False,,0,,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:11:20.994486', 'study_info': {'n_arms': 3, 'arm_labels': ['home-based maintenance tele-rehabilitation', 'hospital-based, outpatient, maintenance rehabilitation', 'usual care']}}",Secondary
5737,treat1,smartphone app with physiotherapist website monitoring,False,,84,180.0,180.0,360.0,False,,COPD,50.0,50.0,42.0,42.0,False,,62.0,9.0,,,27.7,,Mean 27.7 (SE 0.58),,,,,,,,,,,59.0,20.0,,"FEV1_L_mean: 1.67~FEV1_L_sd: 0.59~FVC_L_mean: 3.6~FVC_L_sd: 0.98~FVC_pct_mean: 101~FVC_pct_sd: 20~6MWD_mean: 465~6MWD_sd: 87~6MWD_pct_pred_mean: 80~6MWD_pct_pred_sd: 15~CRQ_dyspnea_mean: 4.8~CRQ_dyspnea_sd: 1.3~CRQ_fatigue_mean: 4.3~CRQ_fatigue_sd: 1.1~CRQ_emotion_mean: 5.0~CRQ_emotion_sd: 1.1~CRQ_mastery_mean: 5.4~CRQ_mastery_sd: 1.1~other: steps per day (weekday): 5824 (SD 3418)~other: steps per day (weekend): 5219 (SD 3696)~other: METs: 1.48 (SD 0.39)~other: long-term physiotherapy: 69 (82.14%)~other: BMI categories: Underweight 1 (1.23%), Normal 24 (29.63%), Overweight 31 (38.27%), Obese 25 (30.86%)",1,primary care physiotherapy practice with smartphone app and physiotherapist website monitoring,high,,0,,,,0,,1,smartphone and phone/internet contract provided,False,,1,individual face-to-face and written instruction on smartphone and app use,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:04:27.092102'}",Primary
5737,control,usual care,False,,73,180.0,180.0,360.0,False,,COPD,50.68,49.32,37.0,36.0,False,,63.0,8.0,,,26.7,,Mean 26.7 (SE 0.6),,,,,,,,,,,53.0,15.0,,"FEV1_L_mean: 1.48~FEV1_L_sd: 0.43~FVC_L_mean: 3.48~FVC_L_sd: 0.98~FVC_pct_mean: 99~FVC_pct_sd: 19~6MWD_mean: 459~6MWD_sd: 73~6MWD_pct_pred_mean: 79~6MWD_pct_pred_sd: 12~CRQ_dyspnea_mean: 4.8~CRQ_dyspnea_sd: 1.3~CRQ_fatigue_mean: 4.2~CRQ_fatigue_sd: 1.2~CRQ_emotion_mean: 4.8~CRQ_emotion_sd: 1.2~CRQ_mastery_mean: 5.3~CRQ_mastery_sd: 1.1~other: steps per day (weekday): 5717 (SD 2870)~other: steps per day (weekend): 5328 (SD 3424)~other: METs: 1.55 (SD 0.41)~other: long-term physiotherapy: 58 (79.45%)~other: BMI categories: Underweight 2 (2.74%), Normal 27 (36.99%), Overweight 22 (30.14%), Obese 22 (30.14%)",1,usual care in primary care physiotherapy practice,high,,0,,,,0,,0,,False,,0,,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:04:27.092102'}",Primary
5777,treat1,mobile phone-based home walking exercise with remote monitoring and telephone reinforcement,False,,12,180.0,0.0,180.0,False,,COPD,0.0,100.0,0.0,12.0,False,,71.4,,1.9,,22.4,,,,,,,,,,,,,63.5,,,SGRQ_total_mean: 32.0 (SE 4.0)~ISWT_mean: 261.5 (SE 29.9)~FVC_L_mean: 2.2 (SE 0.2)~FVC_pct_mean: 67.5 (SE 4.9)~FEV1_L_mean: 1.5 (SE 0.2)~FEV1_FVC_ratio_mean: 64.9 (SE 4.6)~IC_mean: 1.2 (SE 0.1)~other: IC after ISWT 1.2 (SE 0.1)~other: Delta IC -0.05 (SE 0.1)~other: GOLD moderate-to-severe airflow limitation,2,"home-based walking exercise with mobile phone guidance and remote monitoring by hospital-based health professionals; regular clinic visits at 1,2,3,6 months",moderate,"Step 1: clinical responsibility with hospital specialist (suggests 2), delivery at home (suggests 3). Step 2: health professionals provided telephone reinforcement and clinic follow-up, confirming ongoing hospital involvement. Coded 2.",0,,,,1,possession of a mobile phone capable of running Java application required (implied by intervention),0,,False,,1,health-care member or family learned how to use the exercise program on the phone; patients were helped to confirm connection,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:08:46.838376'}",Secondary
5777,control,"home walking exercise with verbal encouragement only, no telephone reinforcement",False,,14,180.0,0.0,180.0,False,,COPD,0.0,100.0,0.0,14.0,False,,71.9,,2.7,,24.5,,,,,,,,,,,,,54.2,,,SGRQ_total_mean: 38.1 (SE 4.2)~ISWT_mean: 251.4 (SE 21.0)~FVC_L_mean: 1.9 (SE 0.1)~FVC_pct_mean: 58.2 (SE 4.2)~FEV1_L_mean: 1.2 (SE 0.2)~FEV1_FVC_ratio_mean: 63.4 (SE 2.9)~IC_mean: 1.2 (SE 0.1)~other: IC after ISWT 1.2 (SE 0.1)~other: Delta IC -0.04 (SE 0.1)~other: GOLD moderate-to-severe airflow limitation,2,"home-based walking exercise with verbal encouragement only; regular clinic visits at 1,2,3,6 months",moderate,"Step 1: clinical responsibility with hospital specialist (suggests 2), delivery at home (suggests 3). Step 2: health professionals provided clinic follow-up, confirming ongoing hospital involvement. Coded 2.",0,,,,0,,0,,False,,0,,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:08:46.838376'}",Secondary
5787,treat1,mobile health application programme for self-management in addition to routine care,False,,39,365.0,0.0,365.0,False,,COPD,33.33,66.67,13.0,26.0,False,,63.2,7.5,,,,,,,,,,,Never smoked: 14 (35.90%)~Ex-smoker: 14 (35.90%)~Current smoker: 11 (28.21%),93.3,7.5,,,43.7,13.2,,"GOLD_stage: Mild: 5.13%, Moderate: 38.46%, Severe: 30.77%, Very severe: 25.64%~disease_duration_years_mean: 7.26~disease_duration_years_sd: 2.51~CAT_mean: 22.6~CAT_sd: 4.3~mMRC_mean: 2.4~mMRC_sd: 0.5~other: CSMS_total_mean: 123.8~other: CSMS_total_sd: 14.6~other: CSMS_symptom_management_mean: 14.8~other: CSMS_symptom_management_sd: 2.7~other: CSMS_daily_life_management_mean: 40.8~other: CSMS_daily_life_management_sd: 8.4~other: CSMS_emotion_management_mean: 30.2~other: CSMS_emotion_management_sd: 5.3~other: CSMS_information_management_mean: 11.9~other: CSMS_information_management_sd: 3.7~other: CSMS_self_efficacy_mean: 24.5~other: CSMS_self_efficacy_sd: 6.9~other: any comorbidity: 15 (38.46%)",2,home-based mobile health app with remote support from hospital respiratory nurses; recruited from hospital ward,moderate,"Step 1 split: clinical responsibility with hospital team (suggests 2), delivery home-based (suggests 3). Step 2 provider type (hospital nurses) and recruitment source (hospital ward) confirmed 2.",0,,,,1,access to a smartphone and broadband internet connection required; excluded if unable to use mobile health applications,0,,False,,1,training in the use of the mobile health application provided before discharge,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:04:39.214180', 'study_info': {'n_arms': 2, 'arm_labels': ['control', 'intervention']}}",Secondary
5787,control,routine care including health education from a respiratory nurse at discharge,False,,39,365.0,0.0,365.0,False,,COPD,25.64,74.36,10.0,29.0,False,,64.4,7.0,,,,,,,,,,,Never smoked: 15 (38.46%)~Ex-smoker: 13 (33.33%)~Current smoker: 11 (28.21%),90.1,6.8,,,45.4,11.5,,"GOLD_stage: Mild: 5.13%, Moderate: 35.90%, Severe: 38.46%, Very severe: 20.51%~disease_duration_years_mean: 5.77~disease_duration_years_sd: 3.48~CAT_mean: 21.2~CAT_sd: 3.3~mMRC_mean: 2.6~mMRC_sd: 0.7~other: CSMS_total_mean: 126.3~other: CSMS_total_sd: 15.7~other: CSMS_symptom_management_mean: 15.1~other: CSMS_symptom_management_sd: 2.5~other: CSMS_daily_life_management_mean: 41.3~other: CSMS_daily_life_management_sd: 7.9~other: CSMS_emotion_management_mean: 29.7~other: CSMS_emotion_management_sd: 6.4~other: CSMS_information_management_mean: 11.4~other: CSMS_information_management_sd: 3.2~other: CSMS_self_efficacy_mean: 25.5~other: CSMS_self_efficacy_sd: 7.4~other: any comorbidity: 18 (46.15%)",2,routine care at discharge from hospital; recruited from hospital ward,moderate,"Step 1 split: clinical responsibility with hospital team (suggests 2), delivery at discharge (suggests 2). Step 2 recruitment source (hospital ward) confirmed 2.",0,,,,1,access to a smartphone and broadband internet connection required; excluded if unable to use mobile health applications,0,,False,,0,,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:04:39.214180', 'study_info': {'n_arms': 2, 'arm_labels': ['control', 'intervention']}}",Secondary
5973,treat1,"intervention group (telephone calls, pedometer feedback, goal setting during maintenance)",False,,42,420.0,0.0,420.0,False,,COPD,28.57,71.43,12.0,30.0,False,,70.0,7.0,,,,,,,,,,,,,,,,43.0,16.0,,,2,"initial 2-month supervised outpatient PR, then 12-month home-based maintenance with telephone support and pedometer feedback from hospital physiotherapists",high,,0,,,,0,,0,,False,,0,,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:05:20.037546', 'study_info': {'n_arms': 2, 'arm_labels': ['intervention', 'usual care']}}",Secondary
5973,control,usual care group (unsupervised walking training during maintenance),False,,44,420.0,0.0,420.0,False,,COPD,47.73,52.27,21.0,23.0,False,,69.0,9.0,,,,,,,,,,,,,,,,44.0,15.0,,,3,"initial 2-month supervised outpatient PR, then 12-month unsupervised home-based walking with no further clinical contact",moderate,"Only initial 2 months had clinical contact; 12-month maintenance is unsupervised home-based, coded 3 (community). Alternative: 2 if outpatient program retains responsibility.",0,,,,0,,0,,False,,0,,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:05:20.037546', 'study_info': {'n_arms': 2, 'arm_labels': ['intervention', 'usual care']}}",Community
5974,treat1,"telephone calls, pedometer biofeedback, progressive goal setting",False,,49,420.0,0.0,420.0,False,,COPD,48.98,51.02,24.0,25.0,False,,70.0,7.0,,,24.0,5.0,,,,,,,Current: 9 (18.37%)~non-smoking (inferred): 40,,,,,43.0,15.0,,"HADS_anxiety_mean: 6~HADS_anxiety_sd: 4~HADS_depression_mean: 5~HADS_depression_sd: 4~FEV1_L_mean: 1.08~FEV1_L_sd: 0.37~FVC_L_mean: 2.60~FVC_L_sd: 0.72~FVC_pct_mean: 75~FVC_pct_sd: 16~FEV1_FVC_ratio_mean: 43~FEV1_FVC_ratio_sd: 13~TLC_pct_mean: 114~TLC_pct_sd: 33~FRC_pct_mean: 148~FRC_pct_sd: 60~RV_pct_mean: 157~RV_pct_sd: 76~RV_TLC_ratio_mean: 53~RV_TLC_ratio_sd: 9~DLCO_pct_mean: 43~DLCO_pct_sd: 16~GOLD_stage: II: 46.94%, III: 36.73%, IV: 16.33%~comorbid_hypertension_pct: 44.90%~comorbid_cardiac_pct: 38.78%~comorbid_diabetes_pct: 2.04%~comorbid_asthma_pct: 14.29%~comorbid_bronchiectasis_pct: 2.04%~comorbid_other_respiratory_pct: 8.16%~comorbid_cancer_pct: 6.12%~comorbid_non_cardiac_surgery_pct: 10.20%~comorbid_neurological_pct: 0.00%~comorbid_psychological_pct: 14.29%~comorbid_increased_cholesterol_pct: 18.37%~comorbid_musculoskeletal_pct: 42.86%~comorbid_other_pct: 59.18%~SGRQ_total_mean: 46~SGRQ_total_sd: 18~SGRQ_symptoms_mean: 57~SGRQ_symptoms_sd: 22~SGRQ_activity_mean: 62~SGRQ_activity_sd: 20~SGRQ_impact_mean: 32~SGRQ_impact_sd: 17~6MWD_mean: 458~6MWD_sd: 87~ISWT_mean: 315~ISWT_sd: 107~ESWT_mean: 304~ESWT_sd: 210",2,home-based maintenance walking with telephone support from physiotherapists; participants recruited from outpatient PR programmes,moderate,"Step 1 split: clinical responsibility with outpatient pulmonology team (suggests 2), delivery home-based (suggests 3). Step 2 provider type (physiotherapist-provided telephone support) confirmed 2.",0,,,,0,,0,,True,Unclear if participants used their own telephone for receiving calls; no mention of phone provision,0,,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:06:06.032903', 'study_info': {'n_arms': 2, 'arm_labels': ['intervention group', 'control group']}}",Secondary
5974,control,unsupervised maintenance walking with diaries,False,,46,420.0,0.0,420.0,False,,COPD,34.78,65.22,16.0,30.0,False,,69.0,9.0,,,26.0,5.0,,,,,,,Current: 6 (13.04%)~non-smoking (inferred): 40,,,,,43.0,15.0,,"HADS_anxiety_mean: 7~HADS_anxiety_sd: 4~HADS_depression_mean: 5~HADS_depression_sd: 3~FEV1_L_mean: 1.18~FEV1_L_sd: 0.46~FVC_L_mean: 2.82~FVC_L_sd: 0.95~FVC_pct_mean: 76~FVC_pct_sd: 19~FEV1_FVC_ratio_mean: 43~FEV1_FVC_ratio_sd: 14~TLC_pct_mean: 110~TLC_pct_sd: 17~FRC_pct_mean: 139~FRC_pct_sd: 34~RV_pct_mean: 142~RV_pct_sd: 40~RV_TLC_ratio_mean: 50~RV_TLC_ratio_sd: 10~DLCO_pct_mean: 45~DLCO_pct_sd: 17~GOLD_stage: II: 36.96%, III: 52.17%, IV: 10.87%~comorbid_hypertension_pct: 39.13%~comorbid_cardiac_pct: 36.96%~comorbid_diabetes_pct: 6.52%~comorbid_asthma_pct: 13.04%~comorbid_bronchiectasis_pct: 0.00%~comorbid_other_respiratory_pct: 10.87%~comorbid_cancer_pct: 8.70%~comorbid_non_cardiac_surgery_pct: 10.87%~comorbid_neurological_pct: 2.17%~comorbid_psychological_pct: 17.39%~comorbid_increased_cholesterol_pct: 21.74%~comorbid_musculoskeletal_pct: 39.13%~comorbid_other_pct: 73.91%~SGRQ_total_mean: 47~SGRQ_total_sd: 16~SGRQ_symptoms_mean: 55~SGRQ_symptoms_sd: 22~SGRQ_activity_mean: 66~SGRQ_activity_sd: 19~SGRQ_impact_mean: 35~SGRQ_impact_sd: 19~6MWD_mean: 467~6MWD_sd: 80~ISWT_mean: 317~ISWT_sd: 112~ESWT_mean: 317~ESWT_sd: 186",2,home-based unsupervised maintenance walking; participants recruited from outpatient PR programmes,moderate,"Step 1 split: clinical responsibility with outpatient pulmonology team (suggests 2), delivery home-based (suggests 3). Step 2 provider type (physiotherapist-provided telephone support for IG, but CG not receiving calls) still under same trial oversight, confirmed 2.",0,,,,0,,0,,True,Unclear if participants used their own telephone for receiving calls; no mention of phone provision,0,,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:06:06.032903', 'study_info': {'n_arms': 2, 'arm_labels': ['intervention group', 'control group']}}",Secondary
6039,treat1,network consulting room (Internet hospital) management after discharge,False,,120,365.0,0.0,365.0,False,,COPD,40.0,60.0,48.0,72.0,False,,65.42,0.62,,,,,,,,,,,Current or previous smokers: 108 (90.00%)~non-smoking (inferred): 12,,,,,40.98,9.86,,"FEV1_FVC_ratio_mean: 54.08~FEV1_FVC_ratio_sd: 6.38~GOLD_stage: I: 10.00%, II: 22.50%, III: 55.83%, IV: 11.67%~CAT_mean: 22.94~CAT_sd: 2.64~disease_duration_years_mean: 16.50~disease_duration_years_sd: 4.32",2,remote management via network consulting room by hospital doctors; patients at home,moderate,"Step 1 split: clinical responsibility with hospital specialist (suggests 2), delivery at home (suggests 3). Step 2 provider type (hospital doctor delivers remote care) confirmed 2.",0,,,,0,,0,,True,Paper does not specify whether patients needed their own device (smartphone/computer) to access the network consulting room.,0,,0,,False,,,,True,,,,,,Primary school: 35.00%~Junior high school: 38.33%~Higher than junior high school: 26.67%,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:10:42.379283', 'study_info': {'n_arms': 2, 'arm_labels': ['control', 'intervention']}}",Secondary
6039,control,traditional management mode with phone follow-up,False,,120,365.0,0.0,365.0,False,,COPD,33.33,66.67,40.0,80.0,False,,64.65,0.88,,,,,,,,,,,Current or previous smokers: 104 (86.67%)~non-smoking (inferred): 16,,,,,41.08,9.27,,"FEV1_FVC_ratio_mean: 53.47~FEV1_FVC_ratio_sd: 6.62~GOLD_stage: I: 8.33%, II: 20.83%, III: 58.33%, IV: 12.50%~CAT_mean: 23.08~CAT_sd: 2.68~disease_duration_years_mean: 15.90~disease_duration_years_sd: 5.02",2,phone follow-up by hospital doctors; patients at home,moderate,"Step 1 split: clinical responsibility with hospital specialist (suggests 2), delivery at home (suggests 3). Step 2 provider type (hospital doctor delivers remote care) confirmed 2.",0,,,,0,,0,,True,Paper does not specify whether patients needed their own device (smartphone/computer) to access the network consulting room.,0,,0,,False,,,,True,,,,,,Primary school: 38.33%~Junior high school: 33.33%~Higher than junior high school: 28.33%,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:10:42.379283', 'study_info': {'n_arms': 2, 'arm_labels': ['control', 'intervention']}}",Secondary
6159,treat1,"telerehabilitation with treadmill, pulse oximeter, tablet, videoconferencing",False,,40,730.0,0.0,730.0,False,,COPD,42.5,57.5,17.0,23.0,False,,64.9,7.1,,,27.0,6.0,,,,,,,Current: 8 (20.00%)~Ex-smoker: 31 (77.50%)~Never smoked: 1 (2.50%),31.0,17.0,,,40.4,16.5,,"FEV1_L_mean: 1.18~FEV1_L_sd: 0.61~FEV1_FVC_ratio_mean: 50.1~FEV1_FVC_ratio_sd: 14.8~FVC_L_mean: 2.48~FVC_L_sd: 0.89~FVC_pct_mean: 68.9~FVC_pct_sd: 19.1~disease_duration_years_mean: 8~disease_duration_years_sd: 7~LTOT_pct: 30.00%~mMRC_distribution: 0: 0 (0.00%), 1: 14 (35.00%), 2: 13 (32.50%), 3: 10 (25.00%), 4: 3 (7.50%)~BODE_index: 0-2: 11 (27.50%), 3-4: 13 (32.50%), 5-6: 12 (30.00%), 7-10: 4 (10.00%)~other: Comorbidities count: 2.9 ± 1.6~6MWD_mean: 367~6MWD_sd: 125~CAT_mean: 19.6~CAT_sd: 6.2~mMRC_mean: 2.1~mMRC_sd: 1.0~EQ5D_mean: 0.739~EQ5D_sd: 0.110~EQ5D_VAS_mean: 51.9~EQ5D_VAS_sd: 21.0~GSES_mean: 30.7~GSES_sd: 5.4~other: HADS free from anxiety baseline: 30/40 (75.00%)~other: HADS free from depression baseline: 35/40 (87.50%)",2,home-based telerehabilitation with remote supervision by hospital-employed physiotherapist; participants recruited from hospital pulmonary departments,moderate,"Step 1 split: clinical responsibility lies with hospital specialist physiotherapist (suggests 2), but delivery is home-based via tablet and treadmill (suggests 3). Step 2 provider type (hospital-employed physiotherapist delivers remote supervision) confirmed 2.",0,,,,1,"home environment not suitable for installation and use of rehabilitation and monitoring equipment (e.g., limited space for the treadmill and internet connection not good enough)",1,"treadmill, pulse oximeter, tablet computer, and holder provided",False,,0,,0,,True,,"Daily user or nearly every day: 25 (62.50%)~At least once a week, but not every day: 8 (20.00%)~No experience: 7 (17.50%)",,True,,Alone: 19 (47.50%)~With spouse: 15 (37.50%)~With family: 5 (12.50%)~With friends: 1 (2.50%)~Supported accommodation: 0 (0.00%),,Working: 5 (12.50%)~Retired: 35 (87.50%),,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:06:26.032384', 'study_info': {'n_arms': 3, 'arm_labels': ['telerehabilitation', 'unsupervised training', 'control']}}",Secondary
6159,treat2,unsupervised home training with treadmill only,False,,40,730.0,0.0,730.0,False,,COPD,50.0,50.0,20.0,20.0,False,,64.0,7.7,,,28.0,7.0,,,,,,,Current: 11 (27.50%)~Ex-smoker: 28 (70.00%)~Never smoked: 1 (2.50%),38.0,21.0,,,44.6,17.1,,"FEV1_L_mean: 1.21~FEV1_L_sd: 0.52~FEV1_FVC_ratio_mean: 49.5~FEV1_FVC_ratio_sd: 12.8~FVC_L_mean: 2.60~FVC_L_sd: 0.75~FVC_pct_mean: 75.4~FVC_pct_sd: 18.2~disease_duration_years_mean: 10~disease_duration_years_sd: 8~LTOT_pct: 22.50%~mMRC_distribution: 0: 2 (5.00%), 1: 12 (30.00%), 2: 13 (32.50%), 3: 12 (30.00%), 4: 1 (2.50%)~BODE_index: 0-2: 11 (27.50%), 3-4: 17 (42.50%), 5-6: 9 (22.50%), 7-10: 3 (7.50%)~other: Comorbidities count: 2.7 ± 1.7~6MWD_mean: 367~6MWD_sd: 111~CAT_mean: 20.1~CAT_sd: 6.3~mMRC_mean: 1.9~mMRC_sd: 1.0~EQ5D_mean: 0.744~EQ5D_sd: 0.155~EQ5D_VAS_mean: 52.0~EQ5D_VAS_sd: 17.7~GSES_mean: 31.4~GSES_sd: 5.3~other: HADS free from anxiety baseline: 31/40 (77.50%)~other: HADS free from depression baseline: 33/40 (82.50%)",3,home-based unsupervised exercise with treadmill; no ongoing clinical supervision; participants recruited from hospital pulmonary departments,moderate,"Only delivery location described (home-based, suggests 3). No explicit clinical responsibility. Step 2: no provider type described; recruitment from hospital does not override delivery signal.",0,,,,1,"home environment not suitable for installation and use of rehabilitation and monitoring equipment (e.g., limited space for the treadmill and internet connection not good enough)",0,,False,,0,,0,,True,,"Daily user or nearly every day: 26 (65.00%)~At least once a week, but not every day: 9 (22.50%)~No experience: 5 (12.50%)",,True,,Alone: 20 (50.00%)~With spouse: 16 (40.00%)~With family: 4 (10.00%)~With friends: 0 (0.00%)~Supported accommodation: 0 (0.00%),,Working: 8 (20.00%)~Retired: 32 (80.00%),,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:06:26.032384', 'study_info': {'n_arms': 3, 'arm_labels': ['telerehabilitation', 'unsupervised training', 'control']}}",Community
